Cake_Flavor,Flour_Quantity (g),Sugar_Content (g),Butter_Quantity (g),Egg_Count,Milk_Quantity (ml),Oven_Temperature (°C),Baking_Time (min),Mixing_Time (min),Cooling_Time (min),Decoration_Time (min),Oven_Type,Frosting_Type,Ingredient_Source,Production_Cost (₹),Temperature_Humidity (%),Ingredient_Quality_Score,Baker_Experience (years),Customer_Rating,Cake_Quality,Cake_Quality_Encoded
7,303.0,222.7,161.8,3,188.4,233.5,27.7,11.0,11.9,16.4,1,1,1,252.5,46.2,7.4,9.0,4.2,2,2
5,307.7,198.7,128.2,1,196.8,203.9,25.5,8.9,11.6,3.3,1,2,1,326.7,55.7,6.1,3.0,3.3,0,0
6,266.0,196.7,134.1,2,169.8,177.5,27.6,9.0,16.8,20.4,2,0,1,178.0,53.0,6.0,7.0,4.8,0,0
0,262.7,218.5,139.1,3,183.8,181.8,45.2,10.3,7.6,14.4,1,3,2,307.1,50.1,6.7,10.0,3.0,0,0
0,234.7,176.5,132.3,1,158.6,187.3,36.7,7.1,20.3,7.1,1,0,2,290.0,47.9,9.2,10.0,3.8,1,1
2,297.2,192.0,167.4,1,163.3,230.7,37.5,10.5,11.2,12.1,1,1,1,189.3,49.0,9.3,2.0,3.2,1,1
5,321.5,204.0,146.0,2,195.1,185.9,35.4,13.0,18.3,5.1,2,2,2,289.2,47.8,10.0,11.0,3.4,1,1
7,348.8,196.4,142.03971788134422,2,158.1,183.5,29.4,6.2,9.6,15.2,2,1,2,314.7,53.8,10.0,9.0,2.7,1,1
3,288.8,211.1,145.0,4,182.5,218.2,20.0,13.4,19.3,5.7,1,2,2,311.35,53.4,8.9,13.0,4.1,2,2
0,254.6,214.0,126.6,1,167.2,214.2,21.8,7.8,16.9,3.5,1,0,2,238.1,49.9,7.3,2.0,3.6,2,2
6,232.6,173.7,158.5,3,147.9,190.0,44.9,9.8,14.6,3.8,1,0,1,292.2,50.5,5.9,5.0,4.0,0,0
2,319.6,228.0,168.3,2,185.8,206.9,41.1,12.7,15.2,12.0,1,2,1,368.6,50.7,8.8,5.0,4.0,2,2
6,230.6,186.3,139.1,2,206.1,194.4,47.9,9.2,13.9,10.5,1,2,3,211.5,52.9,8.5,8.0,3.8,2,2
2,266.9,184.6,171.3,2,143.7,208.9,37.1,11.6,16.2,10.6,1,2,2,403.8,53.0,5.7,2.0,4.0,0,0
7,270.5,184.6,141.3,2,199.6,193.6,40.6,7.3,8.0,6.8,1,0,2,215.5,56.1,7.6,3.0,2.4,2,2
2,275.6,214.3,158.8,1,148.1,207.2,24.7,11.5,16.2,8.6,2,1,2,361.9,44.8,5.6,11.0,4.0,0,0
0,279.2,190.3,139.1,1,231.5,198.6,22.3,12.2,15.7,11.0,1,2,2,229.4,45.3,9.8,2.0,5.0,1,1
2,282.7,183.5,139.1,1,198.0,189.6,43.6,8.3,10.5,16.6,1,0,2,217.1,43.6,5.8,5.0,4.4,0,0
7,219.3,187.5,134.9,3,143.7,214.9,37.3,10.4,14.5,8.3,1,1,2,256.4,50.2,7.7,8.0,2.5,2,2
3,278.4,168.6,144.0,2,209.2,199.4,35.0,10.8,14.994355296790683,12.0,1,0,2,487.1,53.3,8.9,5.0,5.0,2,2
2,222.5,180.8,122.2,3,160.5,215.9,31.0,9.3,12.8,17.7,2,2,1,243.8,57.1,6.0,2.0,1.9,0,0
5,305.9,175.2,155.8,5,151.6,206.9,49.5,8.2,18.6,13.1,1,0,1,334.6,52.1,9.1,1.0,5.0,1,1
7,260.5,190.3,146.1,2,203.9,197.6,28.3,9.1,14.994355296790683,7.5,2,0,2,317.8,47.8,7.2,7.0,3.5,2,2
2,223.8,210.5,125.8,1,224.6,220.0,47.0,9.7,16.8,9.8,1,3,2,373.9,51.2,6.3,11.0,2.7,0,0
4,253.3,198.8984699992949,166.5,3,194.6,202.5,35.2,10.1,11.9,11.9,2,0,1,215.6,51.7,6.0,5.0,3.5,0,0
2,260.1,227.2,133.5,2,167.1,206.2,20.0,10.9,14.994355296790683,1.7,1,1,3,240.0,46.7,8.6,5.0,4.4,2,2
5,326.7,220.5,129.5,2,183.8,193.8,40.0,10.4,14.1,6.7,2,1,2,445.1,52.2,7.8,5.0,3.9,2,2
6,284.8,185.8,146.3,3,161.3,191.4,34.4,8.9,13.1,11.1,1,0,2,227.1,61.1,7.4,12.0,3.8,2,2
6,290.3,195.9,130.3,3,172.9,201.3,31.5,8.8,18.4,19.3,2,1,1,206.3,50.8,7.3,4.0,4.3,2,2
0,326.3,194.8,137.6,2,192.1,185.6,35.9,11.8,15.4,17.1,1,0,1,368.1,56.4,6.1,5.0,3.8,0,0
7,274.7,165.0,139.1,4,141.4,200.8,20.0,10.7,14.994355296790683,4.0,1,0,2,318.8,53.9,7.7,4.0,3.3,2,2
9,306.8,175.5,128.1,2,193.5,201.6,36.5,10.6,19.4,4.7,0,2,2,255.2,46.3,5.3,2.0,3.0,0,0
8,303.8,192.2,152.7,5,141.6,183.9,35.8,9.2,15.7,18.8,2,1,2,300.6,59.7,8.3,4.0,3.1,2,2
6,241.5,192.1,128.5,3,144.6,222.4,49.8,6.8,14.994355296790683,4.3,2,0,1,317.3,53.9,10.0,1.0,4.5,1,1
4,341.1,206.8,123.2,4,201.3,226.1,53.7,9.5,14.7,3.3,2,1,2,321.4,44.1,8.2,12.0,3.8,2,2
4,238.5,205.6,136.7,4,154.6,224.2,32.8,10.3,11.6,1.0,1,2,2,311.35,48.4,9.0,9.0,4.5,1,1
4,313.9,168.9,139.1,3,151.0,195.6,42.9,7.8,14.3,7.3,1,2,3,459.7,53.8,6.6,10.0,3.8,0,0
5,236.4,206.9,155.3,4,169.3,201.2,45.8,10.0,10.6,19.3,0,2,2,372.7,45.6,5.4,4.0,3.5,0,0
7,300.4,199.2,147.7,2,161.0,193.1,35.8,12.9,19.0,14.3,1,0,2,245.3,48.8,8.3,2.0,5.0,2,2
4,363.0,209.5,129.4,2,185.9,211.2,37.0,9.9,11.9,9.9,1,2,3,416.8,48.1,7.0,4.0,3.2,2,2
5,270.9,221.5,131.6,4,184.0,195.7,32.0,11.6,20.1,18.0,1,3,1,222.6,48.5,6.7,4.0,4.1,0,0
2,269.5,192.7,117.4,2,151.1,201.9,24.5,10.3,14.3,19.4,0,3,2,297.7,52.5,9.4,11.0,5.0,1,1
4,300.8,226.9,139.1,4,135.7,204.4,43.9,9.5,13.3,7.4,0,3,2,295.1,53.3,8.0,1.0,3.9,2,2
9,267.2,180.1,143.5,1,172.0,183.2,27.2,15.1,19.0,2.0,1,0,2,282.9,53.3,9.2,9.0,4.0,1,1
5,360.4,179.3,141.7,3,219.8,197.8,32.9,10.7,22.1,3.4,1,3,1,184.7,55.1,7.1,10.0,3.5,2,2
9,284.7,204.8,142.2,5,176.2,214.7,43.4,7.0,16.6,5.8,1,3,1,240.2,58.8,5.7,2.0,4.5,0,0
7,267.5,198.8984699992949,139.1,3,167.8,198.7,23.9,10.7,14.994355296790683,9.6,2,0,2,405.2,57.7,7.9,7.0,2.3,2,2
4,260.9,201.0,144.1,3,250.5,175.7,32.6,10.3,16.3,18.5,0,1,2,380.0,47.5,8.8,3.0,3.7,2,2
3,250.2,196.7,134.8,3,205.2,189.0,46.4,9.8,13.5,14.5,1,1,1,295.3,55.8,5.6,2.0,3.8,0,0
2,258.4,204.0,139.1,4,135.4,189.5,23.6,11.1,17.4,5.7,1,0,1,263.1,45.0,7.5,1.0,5.0,2,2
2,266.6,199.9,135.9,2,169.8,181.4,31.5,9.3,13.5,12.9,2,2,3,356.8,60.5,7.1,11.0,2.7,2,2
3,262.5,180.4,115.3,1,185.6,238.4,24.8,4.4,14.994355296790683,13.1,1,2,2,240.1,56.9,7.6,6.0,2.9,2,2
7,257.6,169.7,116.9,3,149.2,197.7,42.8,11.6,9.3,3.2,0,3,2,235.8,52.0,6.6,5.0,3.6,0,0
6,278.4,194.0,134.8,3,169.4,195.8,50.5,8.5,14.994355296790683,7.5,2,2,3,348.7,48.1,7.3,3.0,3.5,2,2
1,247.7,221.5,144.0,3,179.0,209.1,44.6,9.5,12.4,10.284815218873584,1,2,1,280.7,57.2,7.0,10.0,5.0,2,2
2,283.0,189.3,156.4,4,171.4,189.7,37.9,9.5,11.1,12.5,1,0,1,371.8,46.5,7.6,5.0,3.7,2,2
0,300.0,204.1,123.9,2,146.0,211.1,33.5,11.8,16.4,8.5,1,2,2,397.0,57.7,7.4,3.0,4.6,2,2
2,301.6,232.7,134.2,3,237.0,189.8,41.2,11.9,15.4,10.1,1,1,1,402.7,54.0,6.1,11.0,3.3,0,0
7,275.9,231.9,125.3,2,187.1,224.6,40.2,8.1,13.5,15.3,1,0,2,286.4,50.7,8.4,3.0,3.6,2,2
4,270.0,204.8,164.4,3,154.2,200.5,25.0,11.9,12.7,15.8,2,0,2,354.9,54.1,8.0,4.0,4.1,2,2
5,294.4,199.0,169.4,2,210.2,224.6,26.2,7.8,11.2,14.8,1,1,2,260.5,52.9,6.8,9.0,4.4,0,0
1,287.4,171.8,139.1,2,175.7,208.9,22.5,14.7,17.4,14.8,1,2,2,418.9,47.2,8.3,10.0,3.6,2,2
6,269.4,184.1,145.3,3,215.1,170.3,36.9,6.6,15.6,9.8,1,3,2,253.3,53.0,9.3,10.0,4.7,1,1
7,235.4,190.1,139.1,3,175.0,181.7,32.8,11.7,18.4,9.5,1,3,2,327.6,50.9,7.7,0.0,3.0,2,2
2,263.0,180.6,126.9,1,140.3,230.6,39.8,10.5,17.2,17.3,2,0,2,394.3,53.6,7.0,4.0,2.8,2,2
7,244.8,200.7,142.4,2,149.2,193.6,44.9,12.3,15.5,8.0,1,3,1,285.1,54.1,6.5,9.0,4.1,0,0
7,257.3,196.7,122.1,2,221.6,175.7,37.7,8.9,12.4,2.5,1,2,1,429.2,59.9,4.3,9.0,4.9,3,3
2,279.1,235.8,150.2,3,216.8,191.0,34.3,14.6,21.5,0.5,1,2,3,243.2,47.5,8.6,10.0,3.9,2,2
7,290.8,200.6,143.8,2,143.4,193.0,45.3,9.0,12.0,14.7,2,1,2,313.0,62.3,7.3,14.0,3.0,2,2
5,358.2,213.5,109.1,3,233.3,222.2,22.8,13.1,16.2,9.4,1,0,2,362.5,53.0,6.6,2.0,4.5,0,0
8,261.0,182.5,164.2,2,216.5,186.5,35.5,3.4,20.3,15.5,2,2,2,277.4,45.1,9.0,4.0,3.6,1,1
0,307.7,234.0,157.2,2,159.9,196.6,33.3,9.5,18.8,3.8,1,2,2,279.1,49.7,8.2,14.0,3.7,2,2
0,288.9,171.2,128.9,5,175.8,218.5,33.8,13.8,17.2,8.6,2,2,3,365.1,54.5,8.0,1.0,3.1,2,2
2,331.9,217.1,143.8,4,127.0,200.22282749675747,30.8,10.7,12.0,11.4,1,3,2,331.0,55.9,6.5,7.0,4.8,0,0
2,299.4,206.4,142.03971788134422,3,158.2,186.3,45.4,10.0,22.3,19.3,2,2,2,242.8,52.0,4.8,9.0,4.7,3,3
0,248.3,182.1,125.9,2,171.8,204.6,21.1,16.1,14.0,6.5,1,2,3,358.9,50.5,8.3,6.0,3.4,2,2
5,232.0,191.4,182.5,4,188.6,212.2,40.4,5.9,10.3,15.5,1,3,1,379.3,58.3,6.6,9.0,4.1,0,0
2,289.1,176.6,121.0,1,174.7,197.4,26.9,10.0,16.6,9.1,1,0,2,190.9,57.5,6.4,2.0,4.2,0,0
4,261.3,177.2,138.4,2,182.8,209.2,20.0,12.6,14.6,8.0,2,2,2,281.9,51.0,8.0,10.0,4.2,2,2
8,249.0,170.9,118.3,2,151.5,190.5,38.5,11.5,12.8,15.3,2,0,1,417.5,48.8,5.8,8.0,4.5,0,0
6,242.0,213.2,145.0,2,189.1,173.7,39.1,5.5,10.1,17.7,0,2,1,251.7,46.9,5.8,9.0,3.8,0,0
2,283.6,225.7,150.0,3,248.0,213.9,46.0,13.1,20.2,10.7,2,3,3,257.6,51.9,7.8,1.0,2.9,2,2
8,342.9,164.9,153.9,3,193.2,184.2,35.4,13.4,19.3,10.284815218873584,0,0,1,279.2,65.8,8.8,9.0,2.9,2,2
6,264.8,196.7,147.8,3,179.4,189.5,42.6,8.7,8.5,6.1,2,0,2,497.6,52.9,8.6,9.0,4.6,2,2
8,300.0,195.2,174.1,1,157.2,202.1,42.1,14.6,18.9,7.2,1,0,1,341.6,47.3,6.3,10.0,2.9,0,0
8,274.5,201.6,129.0,4,167.5,215.7,36.2,6.1,15.0,13.6,2,0,3,281.1,57.3,7.1,4.0,4.9,2,2
4,241.5,172.3,122.1,2,143.8,197.1,24.8,10.1,10.1,2.6,1,2,2,305.4,52.5,7.8,2.0,3.8,2,2
5,306.0,229.3,128.5,4,141.0,190.8,40.8,14.4,13.8,10.3,2,0,2,291.7,56.2,5.3,1.0,3.5,0,0
2,246.1,199.6,118.8,4,176.1,226.8,42.2,8.0,17.4,10.6,2,1,1,383.9,52.9,6.6,5.0,3.4,0,0
0,278.7,223.6,139.7,3,197.5,193.6,27.8,8.9,9.8,12.2,1,3,1,242.0,60.4,8.5,8.0,3.4,2,2
9,266.9,226.1,135.7,4,154.3,194.4,32.1,8.3,14.994355296790683,15.6,0,0,3,322.9,64.1,7.3,1.0,4.6,2,2
9,312.9,229.7,148.0,1,224.1,177.7,20.9,8.9,8.8,3.4,2,3,3,491.7,48.6,6.1,4.0,4.6,0,0
2,247.0,183.8,116.0,1,161.9,200.2,42.4,9.7,14.5,8.3,0,1,1,302.3,44.3,7.0,3.0,3.6,2,2
2,292.1,191.4,138.0,2,175.5,225.9,27.2,8.9,13.4,7.6,2,1,3,405.8,51.3,7.1,5.0,3.5,2,2
3,252.6,184.4,167.4,2,213.1,179.0,40.0,17.7,19.1,8.4,2,1,1,280.2,52.9,9.0,14.0,4.2,1,1
8,261.8,216.6,150.2,2,168.8,188.0,41.6,8.3,16.5,7.9,2,2,1,273.7,62.4,6.5,3.0,3.9,0,0
3,202.5,202.6,113.5,3,200.3,197.7,40.0,9.3,13.0,10.5,1,2,2,415.4,51.1,8.1,6.0,3.6,2,2
8,278.4,221.6,138.0,2,198.2,207.4,35.9,7.3,13.0,15.2,1,3,1,487.5,56.6,7.3,6.0,3.4,2,2
6,298.3,198.8984699992949,126.4,4,158.9,203.3,42.9,6.1,21.6,5.2,2,1,2,249.0,54.6,8.3,1.0,4.3,2,2
0,254.6,169.4,138.5,3,159.6,198.9,34.3,11.4,15.2,5.8,1,3,3,525.6,47.1,6.4,10.0,4.6,0,0
3,245.4,230.2,131.6,2,225.3,188.6,43.3,14.7,14.994355296790683,6.1,1,1,1,243.1,54.9,6.8,3.0,3.5,0,0
6,262.2,218.2,185.0,4,229.8,224.1,31.6,16.0,14.7,16.5,2,0,1,258.2,62.5,5.8,6.0,4.5,0,0
0,305.2,188.5,139.8,4,200.2,172.3,44.9,12.2,20.8,8.0,1,0,2,359.9,57.8,9.0,15.0,3.8,1,1
2,228.7,203.0,144.5,4,154.0,219.1,36.9,10.1,16.5,8.1,1,2,2,282.1,46.7,9.2,10.0,3.9,1,1
5,273.2,193.0,137.4,4,209.9,240.0,34.8,14.2,19.3,23.6,2,1,2,293.0,45.1,8.0,3.0,3.6,2,2
0,357.6,198.8984699992949,148.0,3,169.8,211.2,35.2,9.7,11.6,7.3,1,3,3,338.1,64.6,9.1,9.0,3.8,1,1
9,245.1,188.5,134.4,2,144.7,189.6,44.7,14.0,15.7,4.8,0,2,2,363.5,57.2,6.4,5.0,3.1,0,0
2,280.7,206.0,155.1,3,159.8,203.0,31.5,8.1,12.7,0.9,2,2,2,304.5,62.1,6.4,15.0,3.4,0,0
7,278.4,196.8,131.5,3,171.4,182.3,37.1,15.0,20.9,19.8,2,1,1,361.9,52.9,5.4,1.0,4.2,0,0
9,301.7,187.4,172.4,2,219.2,184.8,27.1,9.6,19.1,15.8,1,0,1,295.2,47.5,7.7,11.0,3.2,2,2
2,282.3,199.4,148.5,4,155.6,207.4,31.2,14.1,18.2,9.4,1,0,3,310.4,56.0,8.2,2.0,3.7,2,2
5,296.6,196.7,135.5,5,151.6,208.2,39.2,15.3,14.3,6.3,0,1,2,267.9,51.6,6.3,5.0,4.5,0,0
3,265.0,183.2,156.9,1,164.0,204.4,30.0,10.7,21.1,13.0,1,0,2,369.9,52.4,7.5,2.0,2.5,2,2
5,332.1,190.6,148.4,1,174.5,181.9,42.7,10.1,13.9,8.8,2,2,2,431.3,51.2,8.0,4.0,3.3,2,2
2,265.1,183.5,156.5,2,202.0,198.7,46.7,14.1,18.8,13.8,2,0,3,253.4,50.7,7.1,6.0,4.6,2,2
2,227.4,185.2,139.8,4,198.1,208.0,30.4,12.3,22.1,3.2,2,1,2,286.2,50.7,8.1,15.0,3.9,2,2
0,265.3,214.5,133.9,2,126.2,196.4,30.6,14.0,19.1,9.9,0,2,1,241.1,54.9,7.6,7.0,3.2,2,2
7,249.3,211.8,140.8,2,167.5,199.6,42.2,12.5,16.4,5.4,1,3,2,480.3,52.4,10.0,9.0,2.9,1,1
4,268.7,195.3,129.8,1,182.3,189.3,37.5,11.1,9.0,7.8,1,3,3,238.8,59.7,6.3,9.0,3.8,0,0
0,269.4,220.3,160.6,3,153.9,186.0,23.3,12.5,19.7,4.5,1,3,2,309.9,48.1,5.9,2.0,3.8,0,0
4,327.1,213.9,175.5,3,156.1,198.7,28.4,10.6,9.2,12.7,1,2,2,258.5,56.0,9.2,10.0,3.9,1,1
7,304.3,192.3,150.4,3,200.2,186.2,36.2,6.8,12.9,4.3,1,0,3,272.4,47.2,5.6,5.0,3.9,0,0
0,287.3,171.6,173.8,3,202.4,188.6,50.6,11.3,15.7,18.1,2,3,3,282.5,48.6,7.5,7.0,4.2,2,2
7,277.8,214.8,164.7,5,172.8,200.22282749675747,42.7,8.6,14.7,10.3,1,0,3,313.8,52.1,8.2,2.0,4.0,2,2
3,247.0,199.0,133.5,3,191.9,188.0,35.156114519427405,7.6,19.5,5.2,1,1,3,503.6,51.8,5.6,12.0,4.1,0,0
0,223.3,195.9,156.7,4,194.1,200.22282749675747,35.2,9.2,8.0,7.6,1,3,2,317.2,54.9,9.9,14.0,3.0,1,1
7,281.9,186.8,142.03971788134422,3,148.5,191.9,20.0,6.5,14.8,9.9,1,2,2,287.6,61.3,9.0,2.0,3.8,1,1
7,308.5,212.6,141.8,2,148.8,196.3,54.9,3.0,13.6,21.4,1,1,2,329.5,60.7,5.5,3.0,3.2,0,0
2,274.3,202.9,120.7,2,166.5,193.4,27.4,12.1,13.9,15.4,0,3,2,412.3,52.6,7.6,7.0,5.0,2,2
0,261.1,190.9,136.2,3,158.4,194.7,23.7,8.3,14.994355296790683,10.284815218873584,2,2,1,361.9,66.4,9.3,11.0,4.0,1,1
2,294.9,175.4,117.8,2,160.9,178.0,42.0,10.9,14.8,8.8,0,2,2,255.3,49.9,9.5,5.0,3.2,1,1
6,275.1,221.5,163.8,3,175.3,193.5,46.3,9.5,13.0,5.2,2,0,3,289.9,52.9,7.9,15.0,3.2,2,2
7,352.7,209.0,131.4,3,175.4,196.3,45.0,13.1,22.9,1.1,1,0,2,306.6,52.0,7.0,9.0,2.8,2,2
0,328.8,200.8,158.6,1,121.4,194.1,38.5,8.6,11.0,20.6,1,2,3,227.8,56.8,4.8,4.0,3.5,3,3
4,315.8,160.6,136.8,3,181.4,194.3,20.0,6.2,19.6,9.4,1,0,1,374.9,51.8,7.5,10.0,3.8,2,2
8,306.9,194.7,113.9,2,170.6,214.7,37.8,12.6,16.4,7.3,1,2,2,273.0,53.0,7.6,7.0,3.6,2,2
8,241.4,190.8,130.0,2,185.7,190.7,46.0,3.0,18.2,20.2,1,1,1,422.5,54.9,6.5,15.0,4.5,0,0
2,302.9,184.3,129.3,4,159.7,216.5,38.7,10.7,12.7,12.6,2,0,1,274.0,62.5,6.7,1.0,3.8,0,0
2,291.5,212.8,137.9,2,159.9,239.7,34.9,10.6,14.994355296790683,7.4,1,0,3,396.4,51.5,6.8,10.0,3.9,0,0
0,300.6,211.8,176.8,3,166.6,188.8,43.3,11.9,17.6,12.3,2,3,1,451.5,56.1,7.8,5.0,4.4,2,2
7,296.0,205.0,182.6,3,218.4,204.5,42.9,17.2,16.2,18.8,0,0,2,277.0,51.6,7.1,2.0,3.1,2,2
5,294.5,220.7,134.1,2,165.8,202.2,31.8,8.9,15.8,7.7,2,2,2,238.0,55.4,10.0,13.0,4.2,1,1
2,278.4,178.2,119.8,2,220.3,199.1,38.9,11.4,14.994355296790683,11.4,1,2,3,215.4,46.4,7.8,13.0,4.4,2,2
7,275.4,187.0,126.2,3,214.4,177.2,34.4,11.9,5.0,16.9,0,0,1,463.8,60.3,7.3,3.0,3.0,2,2
2,314.8,197.0,148.1,3,168.0,214.0,37.1,10.3,16.0,6.1,1,0,1,330.5,49.5,7.4,11.0,4.1,2,2
3,262.9,184.2,136.2,3,163.2,192.6,34.7,7.5,22.0,16.0,1,3,2,493.1,47.3,4.2,2.0,3.9,3,3
2,308.4,212.1,116.4,4,164.2,219.7,32.8,5.4,16.9,13.0,2,1,3,283.4,52.9,8.1,2.0,5.0,2,2
6,314.9,185.9,129.7,2,173.8,198.0,29.2,7.9,11.5,18.6,1,1,2,190.9,58.8,7.3,2.0,3.8,2,2
2,291.1,228.6,170.4,1,161.9,219.1,38.4,5.9,16.4,0.3,1,2,2,300.5,51.4,7.2,9.0,4.6,2,2
0,351.8,179.5,142.03971788134422,3,204.5,207.0,40.2,6.2,23.5,4.7,1,0,1,286.4,47.0,6.6,9.0,4.3,0,0
7,251.4,196.7,139.1,4,159.6,211.6,30.4,10.2,9.2,5.3,1,2,2,296.4,58.0,8.2,4.0,3.5,2,2
3,262.5,196.7,131.5,3,209.6,209.0,26.2,6.1,12.5,6.6,1,1,2,267.2,52.1,7.2,2.0,2.9,2,2
3,285.4,198.8984699992949,142.03971788134422,2,152.4,196.1,34.1,11.8,15.5,11.3,1,3,2,382.7,57.0,6.5,11.0,4.8,0,0
7,312.3,223.9,149.5,3,136.5,192.8,33.0,6.6,19.7,22.0,0,2,2,239.5,52.9,8.5,10.0,4.2,2,2
3,284.2,187.9,140.9,3,134.1,205.8,43.0,12.5,16.7,4.1,1,3,3,312.2,51.1,5.1,13.0,4.8,0,0
1,331.4,220.0,155.0,3,162.4,210.4,43.1,7.1,21.5,6.8,2,0,2,346.5,55.2,8.9,7.0,3.9,2,2
4,257.5,192.0,142.03971788134422,4,155.5,198.2,25.0,12.1,15.3,16.5,1,0,3,357.7,49.7,8.2,9.0,4.2,2,2
4,245.0,174.6,138.6,2,154.3,211.9,33.3,10.6,16.1,11.2,1,2,1,443.4,48.7,7.9,10.0,4.0,2,2
2,288.9,154.7,146.0,3,214.7,187.6,37.6,11.7,14.8,19.3,1,1,2,290.1,57.3,5.7,6.0,4.5,0,0
6,275.3,190.3,128.4,4,157.4,202.4,35.156114519427405,8.8,13.2,8.9,1,2,2,512.0,49.5,9.0,11.0,4.1,1,1
2,298.0,201.4,137.3,5,131.0,219.3,46.2,8.5,17.4,8.6,1,0,1,244.5,54.5,9.1,12.0,5.0,1,1
2,277.0,229.6,171.3,5,197.9,202.4,23.0,15.2,14.994355296790683,15.4,1,3,2,311.35,56.4,7.7,2.0,5.0,2,2
1,266.9,196.2,138.4,2,230.6,196.5,29.6,7.0,17.3,7.1,1,2,2,311.35,54.8,7.4,7.0,3.5,2,2
7,275.4,219.7,134.3,3,193.6,214.4,35.5,7.6,19.8,6.0,1,0,3,356.8,45.4,7.1,14.0,3.1,2,2
8,278.9,187.0,142.3,3,159.0,228.9,29.1,4.1,14.4,10.2,1,2,2,311.35,44.9,6.7,4.0,4.5,0,0
9,268.0,189.1,120.9,4,183.9,208.5,31.7,7.8,14.6,6.0,1,3,1,350.2,50.8,8.5,2.0,3.0,2,2
4,271.2,221.1,142.5,1,155.6,177.6,20.4,5.6,18.1,10.7,1,3,3,311.35,48.1,9.1,4.0,4.2,1,1
1,265.0,198.8984699992949,183.4,2,151.5,187.2,44.7,15.0,7.3,11.9,1,0,2,326.7,52.9,7.3,8.0,5.0,2,2
2,311.2,195.7,125.3,5,172.2,216.7,39.7,12.1,9.0,17.5,1,0,2,183.5,54.5,8.3,8.0,3.8,2,2
2,284.7,188.0,142.03971788134422,2,176.5,191.2,20.0,8.1,20.6,2.1,2,2,3,351.0,50.8,7.9,2.0,3.0,2,2
7,278.4,230.6,137.8,2,172.0,199.7,43.0,12.4,11.1,20.4,1,1,2,307.2,49.0,7.3,7.0,4.2,2,2
9,283.5,198.8984699992949,137.3,5,247.4,190.7,33.2,3.0,15.4,7.2,2,3,3,249.4,61.3,4.5,5.0,4.4,3,3
2,260.6,206.9,137.0,2,179.7,213.7,31.9,6.7,16.2,20.8,0,0,1,380.1,47.0,7.7,9.0,2.9,2,2
7,278.4,217.4,153.6,2,213.7,207.3,36.1,12.2,14.994355296790683,7.9,1,1,2,484.5,48.6,8.2,6.0,4.5,2,2
9,292.9,172.1,121.7,5,178.2,189.0,31.8,6.5,12.7,8.9,1,0,2,209.1,50.4,7.4,3.0,4.3,2,2
6,317.2,192.7,153.0,2,164.2,213.5,34.8,8.1,17.7,15.1,1,3,2,258.6,60.7,8.2,6.0,4.5,2,2
7,300.0,198.8984699992949,139.5,3,183.1,214.6,26.9,12.8,11.7,1.7,2,1,2,235.1,60.7,7.9,6.0,3.4,2,2
0,301.3,218.1,114.7,3,207.8,208.6,32.1,11.2,12.6,4.9,2,2,2,285.5,51.5,7.8,1.0,3.1,2,2
2,297.7,210.8,145.9,4,182.2,202.2,29.2,6.3,13.1,2.5,1,3,2,311.35,52.9,7.1,4.0,4.2,2,2
2,245.9,191.0,140.4,1,169.8,198.7,38.8,8.9,13.6,15.9,2,3,2,347.2,59.2,7.7,9.0,4.9,2,2
8,291.2,198.8984699992949,124.5,2,178.2,179.4,34.1,8.1,12.2,12.5,1,1,2,323.9,48.9,7.7,8.0,4.2,2,2
6,240.6,220.7,141.3,2,224.2,193.9,34.4,7.9,14.3,16.1,1,3,2,254.3,47.2,5.3,7.0,5.0,0,0
8,272.1,194.1,119.2,3,128.7,198.4,27.2,8.2,16.1,10.5,1,0,3,339.1,45.6,6.9,2.0,4.6,0,0
2,255.7,198.8984699992949,127.1,2,231.6,222.0,40.5,13.7,18.9,3.8,2,2,1,299.8,49.8,6.8,10.0,4.7,0,0
4,290.8,171.6,138.9,3,243.7,194.3,38.6,7.6,10.4,9.7,2,3,2,317.0,47.1,7.5,3.0,2.7,2,2
6,289.9,205.0,115.4,2,224.1,219.4,44.4,13.5,10.1,8.7,1,3,2,277.6,53.4,7.1,12.0,3.7,2,2
6,295.6,198.8984699992949,142.03971788134422,1,205.1,190.0,37.7,12.6,11.2,5.1,2,1,2,447.0,48.9,7.7,7.0,3.9,2,2
6,288.2,196.7,122.8,2,241.2,206.3,35.156114519427405,12.9,15.4,10.9,1,1,2,445.0,42.5,5.9,3.0,5.0,0,0
3,259.0,179.4,139.7,1,210.5,214.0,39.9,11.6,17.2,11.2,0,0,1,320.7,57.5,5.6,13.0,4.7,0,0
6,269.4,195.5,147.2,3,198.4,189.5,29.3,11.6,13.1,11.3,1,1,3,473.7,54.2,7.1,11.0,3.8,2,2
6,314.1,198.8984699992949,124.2,1,182.6,212.2,31.6,10.6,20.4,13.1,1,1,1,374.5,49.4,6.5,9.0,3.3,0,0
1,320.9,182.5,123.5,3,149.1,226.1,30.7,8.4,16.7,8.8,1,2,1,286.6,58.7,7.2,6.0,3.9,2,2
8,244.8,164.2,140.9,4,142.5,197.1,45.0,14.7,16.5,13.7,1,0,2,348.6,54.1,7.4,1.0,5.0,2,2
9,236.1,199.4,140.3,2,206.0,184.8,34.3,8.8,18.7,6.3,1,2,2,210.9,54.4,9.4,4.0,3.2,1,1
